platform,keyword,title,price,rating,asin,image_url,product_url
Amazon,yoga mat,"Liforme Travel Yoga mat – Patented Alignment System, Warrior-Like Grip, Non-Slip, Eco-Friendly, Ultra-Lightweight and Sweat Resistant, Made with Natural Rubber",N/A,N/A,B0D1VNRFMV,https://m.media-amazon.com/images/I/51DYO18NuoL._AC_UL320_.jpg,https://www.amazon.com/dp/B0D1VNRFMV
Amazon,yoga mat,"Stakt The Original Foldable Yoga Mat, Premium Fitness & Multi-Purpose Workout Mat with Non-Slip Surface, Portable & Lightweight for Studio or Home Use, As Seen on Shark Tank",N/A,N/A,B0BHBKG3FV,https://m.media-amazon.com/images/I/41QdcKLkPjL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BHBKG3FV
Amazon,yoga mat,"Foldable Yoga Mat Extra Thick & Large (74"" x 31.5"" x 0.32""), Double-Sided Non Slip & Lightweight Fitness Mat, 8mm Thick Wide Exercise Mats for Woman Man Kids, Portable Workout Mats for Travel, Studio or Home Use",N/A,N/A,B0FHGM9428,https://m.media-amazon.com/images/I/61De9gD5B-L._AC_UL320_.jpg,https://www.amazon.com/dp/B0FHGM9428
Amazon,yoga mat,"Yoga Mat With Strap 5mm Non Slip Suede & TPE - Eco-Friendly Fitness & Exercise Mat for Home Gym, Pilates, Hot Yoga, and Meditation - Lightweight Durable 72 x 24 inch Workout Mat for Women, Men",N/A,N/A,B0DY7K98G3,https://m.media-amazon.com/images/I/813+Zbep7OL._AC_UL320_.jpg,https://www.amazon.com/dp/B0DY7K98G3
Amazon,yoga mat,Amazon Basics Extra Thick Exercise Yoga Mat with Carrying Strap,$18.10,N/A,B01LP0U5X0,https://m.media-amazon.com/images/I/61WrjbRYC3L._AC_UL320_.jpg,https://www.amazon.com/dp/B01LP0U5X0
